Baseline_BaselineImp: first is better
('A108. knock over other person (hit with body).', 0.005, 0.9010416666666666, 0.90625)
('A7. throw.', 0.007, 0.9018181818181819, 0.9090909090909091)
('A26. hopping (one foot jumping).', 0.007, 0.96, 0.9672727272727273)
('A36. shake head.', 0.007, 0.9309090909090909, 0.9381818181818182)
('A41. sneeze/cough.', 0.007, 0.7717391304347826, 0.7789855072463768)
('A51. kicking other person.', 0.007, 0.9347826086956522, 0.9420289855072463)
('A52. pushing other person.', 0.007, 0.9601449275362319, 0.967391304347826)
('A84. play magic cube.', 0.007, 0.6695804195804196, 0.6765734265734266)
('A75. cutting nails.', 0.009, 0.6186291739894552, 0.6274165202108963)
('A80. squat down.', 0.009, 0.9790940766550522, 0.9878048780487805)
('A114. carry something with other person.', 0.009, 0.9496527777777778, 0.9583333333333334)
('A109. grab other person’s stuff.', 0.01, 0.8973913043478261, 0.9078260869565218)
('A112. high-five.', 0.01, 0.9774305555555556, 0.9878472222222222)
('A14. wear jacket.', 0.011, 0.9709090909090909, 0.9818181818181818)
('A20. put on a hat/cap.', 0.011, 0.9522058823529411, 0.9632352941176471)
('A29. playing with phone/tablet.', 0.011, 0.5454545454545454, 0.5563636363636364)
('A66. juggling table tennis balls.', 0.012, 0.9616055846422339, 0.9738219895287958)
('A95. hands up (both hands).', 0.012, 0.9512195121951219, 0.9634146341463414)
('A58. handshaking.', 0.014, 0.9528985507246377, 0.967391304347826)
('A92. move heavy objects.', 0.014, 0.9348591549295775, 0.948943661971831)
('A70. thumb down.', 0.016, 0.8591304347826086, 0.8747826086956522)
('A5. drop.', 0.018, 0.84, 0.8581818181818182)
('A37. wipe face.', 0.018, 0.8514492753623188, 0.8695652173913043)
('A47. touch neck (neckache).', 0.018, 0.8478260869565217, 0.8659420289855072)
('A64. bounce ball.', 0.018, 0.9543859649122807, 0.9719298245614035)
('A89. put something into a bag.', 0.021, 0.7739130434782608, 0.7947826086956522)
('A96. cross arms.', 0.021, 0.9356521739130435, 0.9565217391304348)
('A101. cross toe touch.', 0.021, 0.9303135888501742, 0.9512195121951219)
('A118. exchange things with other person.', 0.021, 0.9078260869565218, 0.928695652173913)
('A43. falling.', 0.022, 0.9636363636363636, 0.9854545454545455)
('A106. hit other person with something.', 0.023, 0.6139130434782609, 0.6365217391304347)
('A93. shake fist.', 0.024, 0.8072916666666666, 0.8315972222222222)
('A10. clapping.', 0.026, 0.7912087912087912, 0.8168498168498168)
('A110. shoot at other person with a gun.', 0.026, 0.7391304347826086, 0.7652173913043478)
('A119. support somebody with hand.', 0.028, 0.9130434782608695, 0.9408695652173913)
('A33. check time (from watch).', 0.033, 0.8695652173913043, 0.9021739130434783)
('A48. nausea or vomiting condition.', 0.033, 0.84, 0.8727272727272727)
('A40. cross hands in front (say stop).', 0.036, 0.9166666666666666, 0.9528985507246377)
('A3. brushing teeth.', 0.04, 0.7765567765567766, 0.8168498168498168)
('A94. throw up cap/hat.', 0.042, 0.8010471204188482, 0.8429319371727748)
('A72. make victory sign.', 0.045, 0.36, 0.4052173913043478)
('A82. fold paper.', 0.047, 0.6452173913043479, 0.6921739130434783)
('A50. punching/slapping other person.', 0.055, 0.8503649635036497, 0.9051094890510949)
('A30. typing on a keyboard.', 0.058, 0.610909090909091, 0.6690909090909091)
('A76. cutting paper (using scissors).', 0.061, 0.5759162303664922, 0.6369982547993019)
('A65. tennis bat swing.', 0.077, 0.7857142857142857, 0.8623693379790941)
Baseline_BaselineImp: second is better

Baseline_MagPhase: first is better
('A11. reading.', -0.15, 0.6556776556776557, 0.5054945054945055)
('A41. sneeze/cough.', -0.141, 0.7717391304347826, 0.6304347826086957)
('A92. move heavy objects.', -0.104, 0.9348591549295775, 0.8309859154929577)
('A75. cutting nails.', -0.09, 0.6186291739894552, 0.5289982425307557)
('A12. writing.', -0.074, 0.5367647058823529, 0.4632352941176471)
('A19. take off glasses.', -0.073, 0.948905109489051, 0.8759124087591241)
('A84. play magic cube.', -0.07, 0.6695804195804196, 0.5996503496503497)
('A1. drink water.', -0.062, 0.8576642335766423, 0.7956204379562044)
('A60. walking apart from each other.', -0.062, 0.9601449275362319, 0.8985507246376812)
('A62. take off headphone.', -0.06, 0.9028268551236749, 0.842756183745583)
('A44. touch head (headache).', -0.054, 0.8297101449275363, 0.7753623188405797)
('A107. wield knife towards other person.', -0.052, 0.6875, 0.6354166666666666)
('A16. wear a shoe.', -0.051, 0.8168498168498168, 0.7655677655677655)
("A57. touch other person's pocket.", -0.047, 0.9309090909090909, 0.8836363636363637)
('A116. follow other person.', -0.045, 0.9565972222222222, 0.9114583333333334)
('A28. make a phone call/answer phone.', -0.044, 0.8363636363636363, 0.7927272727272727)
('A24. kicking something.', -0.043, 0.9601449275362319, 0.9166666666666666)
('A68. flick hair.', -0.043, 0.8034782608695652, 0.76)
('A67. hush (quite).', -0.042, 0.7731239092495636, 0.731239092495637)
('A17. take off a shoe.', -0.04, 0.7591240875912408, 0.718978102189781)
('A48. nausea or vomiting condition.', -0.04, 0.84, 0.8)
('A81. toss a coin.', -0.038, 0.8952879581151832, 0.8568935427574171)
('A4. brushing hair.', -0.037, 0.8827838827838828, 0.8461538461538461)
('A21. take off a hat/cap.', -0.037, 0.978021978021978, 0.9413919413919414)
('A63. shoot at the basket.', -0.037, 0.8601398601398601, 0.8234265734265734)
('A7. throw.', -0.036, 0.9018181818181819, 0.8654545454545455)
('A32. taking a selfie.', -0.036, 0.927536231884058, 0.8913043478260869)
('A49. use a fan (with hand or paper)/feeling warm.', -0.036, 0.9272727272727272, 0.8909090909090909)
('A109. grab other person’s stuff.', -0.035, 0.8973913043478261, 0.8626086956521739)
('A117. whisper in other person’s ear.', -0.035, 0.9269565217391305, 0.8921739130434783)
('A6. pickup.', -0.033, 0.9854545454545455, 0.9527272727272728)
('A36. shake head.', -0.033, 0.9309090909090909, 0.8981818181818182)
('A47. touch neck (neckache).', -0.033, 0.8478260869565217, 0.8152173913043478)
('A90. take something out of a bag.', -0.033, 0.8472222222222222, 0.8142361111111112)
('A61. put on headphone.', -0.03, 0.910873440285205, 0.8805704099821747)
('A66. juggling table tennis balls.', -0.03, 0.9616055846422339, 0.9319371727748691)
('A5. drop.', -0.029, 0.84, 0.8109090909090909)
('A33. check time (from watch).', -0.029, 0.8695652173913043, 0.8405797101449275)
('A43. falling.', -0.029, 0.9636363636363636, 0.9345454545454546)
('A87. put on bag.', -0.028, 0.9530434782608695, 0.9252173913043479)
('A9. standing up (from sitting position).', -0.026, 0.9926739926739927, 0.967032967032967)
('A22. cheer up.', -0.026, 0.9343065693430657, 0.9087591240875912)
('A23. hand waving.', -0.026, 0.9233576642335767, 0.8978102189781022)
('A27. jump up.', -0.025, 0.9963768115942029, 0.9710144927536232)
('A51. kicking other person.', -0.025, 0.9347826086956522, 0.9094202898550725)
('A102. side kick.', -0.024, 0.9442508710801394, 0.9198606271777003)
('A88. take off bag.', -0.023, 0.9201388888888888, 0.8975694444444444)
('A2. eat meal/snack.', -0.022, 0.7127272727272728, 0.6909090909090909)
('A25. reach into pocket.', -0.022, 0.8394160583941606, 0.8175182481751825)
('A54. point finger at the other person.', -0.022, 0.9057971014492754, 0.8840579710144928)
('A100. butt kicks (kick backward).', -0.021, 0.9581881533101045, 0.9372822299651568)
('A115. take a photo of other person.', -0.021, 0.9392361111111112, 0.9184027777777778)
('A18. wear on glasses.', -0.018, 0.9304029304029304, 0.9120879120879121)
('A38. salute.', -0.018, 0.927536231884058, 0.9094202898550725)
('A45. touch chest (stomachache/heart pain).', -0.018, 0.9130434782608695, 0.894927536231884)
('A53. pat on back of other person.', -0.018, 0.927536231884058, 0.9094202898550725)
('A55. hugging other person.', -0.015, 0.9927007299270073, 0.9781021897810219)
('A42. staggering.', -0.014, 0.9927536231884058, 0.9782608695652174)
('A85. apply cream on face.', -0.014, 0.8536585365853658, 0.8397212543554007)
('A119. support somebody with hand.', -0.014, 0.9130434782608695, 0.8991304347826087)
('A94. throw up cap/hat.', -0.012, 0.8010471204188482, 0.7888307155322862)
('A112. high-five.', -0.012, 0.9774305555555556, 0.9652777777777778)
('A13. tear up paper.', -0.011, 0.8745387453874539, 0.8634686346863468)
('A20. put on a hat/cap.', -0.011, 0.9522058823529411, 0.9411764705882353)
('A26. hopping (one foot jumping).', -0.011, 0.96, 0.9490909090909091)
('A59. walking towards each other.', -0.011, 0.989010989010989, 0.978021978021978)
('A64. bounce ball.', -0.009, 0.9543859649122807, 0.9456140350877194)
('A70. thumb down.', -0.009, 0.8591304347826086, 0.8504347826086956)
('A46. touch back (backache).', -0.007, 0.9202898550724637, 0.9130434782608695)
('A52. pushing other person.', -0.007, 0.9601449275362319, 0.9528985507246377)
('A8. sitting down.', -0.004, 0.967032967032967, 0.9633699633699634)
('A14. wear jacket.', -0.004, 0.9709090909090909, 0.9672727272727273)
('A78. open bottle.', -0.003, 0.7120418848167539, 0.7085514834205934)
('A80. squat down.', -0.003, 0.9790940766550522, 0.975609756097561)
('A97. arm circles.', -0.003, 0.991304347826087, 0.9878260869565217)
('A104. stretch oneself.', -0.003, 0.9166666666666666, 0.9131944444444444)
('A91. open a box.', -0.002, 0.6986062717770035, 0.6968641114982579)
('A98. arm swings.', 0.0, 0.9895470383275261, 0.9895470383275261)
('A105. blow nose.', 0.0, 0.6452173913043479, 0.6452173913043479)
('A114. carry something with other person.', 0.0, 0.9496527777777778, 0.9496527777777778)
('A120. finger-guessing game (playing rock-paper-scissors).', 0.0, 0.9722222222222222, 0.9722222222222222)
('A83. ball up paper.', 0.002, 0.7269565217391304, 0.7286956521739131)
('A86. apply cream on hand back.', 0.002, 0.7334494773519163, 0.735191637630662)
('A110. shoot at other person with a gun.', 0.003, 0.7391304347826086, 0.7426086956521739)
('A113. cheers and drink.', 0.003, 0.9808695652173913, 0.9843478260869565)
('A15. take off jacket.', 0.004, 0.9710144927536232, 0.9746376811594203)
('A29. playing with phone/tablet.', 0.004, 0.5454545454545454, 0.5490909090909091)
('A35. nod head/bow.', 0.004, 0.9746376811594203, 0.9782608695652174)
('A58. handshaking.', 0.004, 0.9528985507246377, 0.9565217391304348)
('A111. step on foot.', 0.005, 0.9373913043478261, 0.9426086956521739)
('A37. wipe face.', 0.007, 0.8514492753623188, 0.8586956521739131)
('A95. hands up (both hands).', 0.007, 0.9512195121951219, 0.9581881533101045)
('A103. yawn.', 0.007, 0.6991304347826087, 0.7060869565217391)
('A108. knock over other person (hit with body).', 0.009, 0.9010416666666666, 0.9097222222222222)
('A31. pointing to something with finger.', 0.011, 0.7753623188405797, 0.7862318840579711)
('A65. tennis bat swing.', 0.012, 0.7857142857142857, 0.7979094076655052)
('A69. thumb up.', 0.012, 0.6295652173913043, 0.6417391304347826)
('A73. staple book.', 0.016, 0.3345008756567426, 0.3502626970227671)
('A82. fold paper.', 0.016, 0.6452173913043479, 0.6608695652173913)
('A101. cross toe touch.', 0.016, 0.9303135888501742, 0.945993031358885)
('A118. exchange things with other person.', 0.016, 0.9078260869565218, 0.9234782608695652)
('A99. running on the spot.', 0.017, 0.9669565217391304, 0.9843478260869565)
('A40. cross hands in front (say stop).', 0.018, 0.9166666666666666, 0.9347826086956522)
('A74. counting money.', 0.018, 0.5368421052631579, 0.5543859649122806)
('A77. snapping fingers.', 0.019, 0.6498257839721254, 0.6689895470383276)
('A89. put something into a bag.', 0.019, 0.7739130434782608, 0.7930434782608695)
('A10. clapping.', 0.022, 0.7912087912087912, 0.8131868131868132)
('A50. punching/slapping other person.', 0.022, 0.8503649635036497, 0.8722627737226277)
('A56. giving something to other person.', 0.022, 0.8586956521739131, 0.8804347826086957)
('A39. put the palms together.', 0.025, 0.9202898550724637, 0.9456521739130435)
('A93. shake fist.', 0.026, 0.8072916666666666, 0.8333333333333334)
('A34. rub two hands together.', 0.029, 0.8586956521739131, 0.8876811594202898)
('A71. make ok sign.', 0.031, 0.4678260869565217, 0.4991304347826087)
('A106. hit other person with something.', 0.031, 0.6139130434782609, 0.6452173913043479)
('A96. cross arms.', 0.033, 0.9356521739130435, 0.9686956521739131)
('A3. brushing teeth.', 0.04, 0.7765567765567766, 0.8168498168498168)
('A79. sniff (smell).', 0.04, 0.7947826086956522, 0.8347826086956521)
('A76. cutting paper (using scissors).', 0.061, 0.5759162303664922, 0.6369982547993019)
('A30. typing on a keyboard.', 0.062, 0.610909090909091, 0.6727272727272727)
('A72. make victory sign.', 0.118, 0.36, 0.4782608695652174)
Baseline_MagPhase: second is better

BaselineIMP_MagPhase: first is better
('A41. sneeze/cough.', -0.149, 0.7789855072463768, 0.6304347826086957)
('A11. reading.', -0.128, 0.6336996336996337, 0.5054945054945055)
('A92. move heavy objects.', -0.118, 0.948943661971831, 0.8309859154929577)
('A75. cutting nails.', -0.098, 0.6274165202108963, 0.5289982425307557)
('A84. play magic cube.', -0.077, 0.6765734265734266, 0.5996503496503497)
('A48. nausea or vomiting condition.', -0.073, 0.8727272727272727, 0.8)
('A19. take off glasses.', -0.066, 0.9416058394160584, 0.8759124087591241)
('A60. walking apart from each other.', -0.065, 0.9637681159420289, 0.8985507246376812)
('A65. tennis bat swing.', -0.064, 0.8623693379790941, 0.7979094076655052)
('A33. check time (from watch).', -0.062, 0.9021739130434783, 0.8405797101449275)
('A94. throw up cap/hat.', -0.054, 0.8429319371727748, 0.7888307155322862)
('A16. wear a shoe.', -0.051, 0.8168498168498168, 0.7655677655677655)
('A43. falling.', -0.051, 0.9854545454545455, 0.9345454545454546)
('A47. touch neck (neckache).', -0.051, 0.8659420289855072, 0.8152173913043478)
('A12. writing.', -0.048, 0.5110294117647058, 0.4632352941176471)
('A5. drop.', -0.047, 0.8581818181818182, 0.8109090909090909)
("A57. touch other person's pocket.", -0.047, 0.9309090909090909, 0.8836363636363637)
('A67. hush (quite).', -0.047, 0.7783595113438045, 0.731239092495637)
('A107. wield knife towards other person.', -0.045, 0.6805555555555556, 0.6354166666666666)
('A109. grab other person’s stuff.', -0.045, 0.9078260869565218, 0.8626086956521739)
('A1. drink water.', -0.044, 0.8394160583941606, 0.7956204379562044)
('A7. throw.', -0.044, 0.9090909090909091, 0.8654545454545455)
('A66. juggling table tennis balls.', -0.042, 0.9738219895287958, 0.9319371727748691)
('A81. toss a coin.', -0.042, 0.8987783595113438, 0.8568935427574171)
('A119. support somebody with hand.', -0.042, 0.9408695652173913, 0.8991304347826087)
('A28. make a phone call/answer phone.', -0.04, 0.8327272727272728, 0.7927272727272727)
('A36. shake head.', -0.04, 0.9381818181818182, 0.8981818181818182)
('A68. flick hair.', -0.04, 0.8, 0.76)
('A116. follow other person.', -0.038, 0.9496527777777778, 0.9114583333333334)
('A63. shoot at the basket.', -0.037, 0.8601398601398601, 0.8234265734265734)
('A6. pickup.', -0.036, 0.9890909090909091, 0.9527272727272728)
('A50. punching/slapping other person.', -0.033, 0.9051094890510949, 0.8722627737226277)
('A51. kicking other person.', -0.033, 0.9420289855072463, 0.9094202898550725)
('A82. fold paper.', -0.031, 0.6921739130434783, 0.6608695652173913)
('A87. put on bag.', -0.031, 0.9565217391304348, 0.9252173913043479)
('A62. take off headphone.', -0.03, 0.872791519434629, 0.842756183745583)
('A90. take something out of a bag.', -0.03, 0.84375, 0.8142361111111112)
('A21. take off a hat/cap.', -0.029, 0.9706959706959707, 0.9413919413919414)
('A27. jump up.', -0.029, 1.0, 0.9710144927536232)
('A4. brushing hair.', -0.026, 0.8717948717948718, 0.8461538461538461)
('A64. bounce ball.', -0.026, 0.9719298245614035, 0.9456140350877194)
('A44. touch head (headache).', -0.025, 0.8007246376811594, 0.7753623188405797)
('A70. thumb down.', -0.024, 0.8747826086956522, 0.8504347826086956)
('A117. whisper in other person’s ear.', -0.024, 0.9165217391304348, 0.8921739130434783)
('A110. shoot at other person with a gun.', -0.023, 0.7652173913043478, 0.7426086956521739)
('A112. high-five.', -0.023, 0.9878472222222222, 0.9652777777777778)
('A9. standing up (from sitting position).', -0.022, 0.989010989010989, 0.967032967032967)
('A20. put on a hat/cap.', -0.022, 0.9632352941176471, 0.9411764705882353)
('A23. hand waving.', -0.022, 0.9197080291970803, 0.8978102189781022)
('A2. eat meal/snack.', -0.018, 0.7090909090909091, 0.6909090909090909)
('A18. wear on glasses.', -0.018, 0.9304029304029304, 0.9120879120879121)
('A26. hopping (one foot jumping).', -0.018, 0.9672727272727273, 0.9490909090909091)
('A38. salute.', -0.018, 0.927536231884058, 0.9094202898550725)
('A40. cross hands in front (say stop).', -0.018, 0.9528985507246377, 0.9347826086956522)
('A49. use a fan (with hand or paper)/feeling warm.', -0.018, 0.9090909090909091, 0.8909090909090909)
('A54. point finger at the other person.', -0.018, 0.9021739130434783, 0.8840579710144928)
('A61. put on headphone.', -0.018, 0.8983957219251337, 0.8805704099821747)
('A88. take off bag.', -0.016, 0.9131944444444444, 0.8975694444444444)
('A14. wear jacket.', -0.015, 0.9818181818181818, 0.9672727272727273)
('A17. take off a shoe.', -0.015, 0.7335766423357665, 0.718978102189781)
('A52. pushing other person.', -0.014, 0.967391304347826, 0.9528985507246377)
('A53. pat on back of other person.', -0.014, 0.9239130434782609, 0.9094202898550725)
('A115. take a photo of other person.', -0.014, 0.9322916666666666, 0.9184027777777778)
('A80. squat down.', -0.012, 0.9878048780487805, 0.975609756097561)
('A85. apply cream on face.', -0.012, 0.8519163763066202, 0.8397212543554007)
('A22. cheer up.', -0.011, 0.9197080291970803, 0.9087591240875912)
('A37. wipe face.', -0.011, 0.8695652173913043, 0.8586956521739131)
('A42. staggering.', -0.011, 0.9891304347826086, 0.9782608695652174)
('A55. hugging other person.', -0.011, 0.9890510948905109, 0.9781021897810219)
('A58. handshaking.', -0.011, 0.967391304347826, 0.9565217391304348)
('A59. walking towards each other.', -0.011, 0.989010989010989, 0.978021978021978)
('A114. carry something with other person.', -0.009, 0.9583333333333334, 0.9496527777777778)
('A13. tear up paper.', -0.007, 0.8708487084870848, 0.8634686346863468)
('A29. playing with phone/tablet.', -0.007, 0.5563636363636364, 0.5490909090909091)
('A45. touch chest (stomachache/heart pain).', -0.007, 0.9021739130434783, 0.894927536231884)
('A46. touch back (backache).', -0.007, 0.9202898550724637, 0.9130434782608695)
('A78. open bottle.', -0.007, 0.7155322862129145, 0.7085514834205934)
('A100. butt kicks (kick backward).', -0.007, 0.9442508710801394, 0.9372822299651568)
('A95. hands up (both hands).', -0.005, 0.9634146341463414, 0.9581881533101045)
('A101. cross toe touch.', -0.005, 0.9512195121951219, 0.945993031358885)
('A104. stretch oneself.', -0.005, 0.9184027777777778, 0.9131944444444444)
('A118. exchange things with other person.', -0.005, 0.928695652173913, 0.9234782608695652)
('A10. clapping.', -0.004, 0.8168498168498168, 0.8131868131868132)
('A25. reach into pocket.', -0.004, 0.8211678832116789, 0.8175182481751825)
('A97. arm circles.', -0.003, 0.991304347826087, 0.9878260869565217)
('A102. side kick.', -0.003, 0.9233449477351916, 0.9198606271777003)
('A83. ball up paper.', -0.002, 0.7304347826086957, 0.7286956521739131)
('A89. put something into a bag.', -0.002, 0.7947826086956522, 0.7930434782608695)
('A3. brushing teeth.', 0.0, 0.8168498168498168, 0.8168498168498168)
('A8. sitting down.', 0.0, 0.9633699633699634, 0.9633699633699634)
('A32. taking a selfie.', 0.0, 0.8913043478260869, 0.8913043478260869)
('A76. cutting paper (using scissors).', 0.0, 0.6369982547993019, 0.6369982547993019)
('A93. shake fist.', 0.002, 0.8315972222222222, 0.8333333333333334)
('A98. arm swings.', 0.002, 0.9878048780487805, 0.9895470383275261)
('A113. cheers and drink.', 0.002, 0.9826086956521739, 0.9843478260869565)
('A108. knock over other person (hit with body).', 0.003, 0.90625, 0.9097222222222222)
('A30. typing on a keyboard.', 0.004, 0.6690909090909091, 0.6727272727272727)
('A91. open a box.', 0.005, 0.6916376306620209, 0.6968641114982579)
('A120. finger-guessing game (playing rock-paper-scissors).', 0.005, 0.9670138888888888, 0.9722222222222222)
('A15. take off jacket.', 0.007, 0.967391304347826, 0.9746376811594203)
('A24. kicking something.', 0.007, 0.9094202898550725, 0.9166666666666666)
('A106. hit other person with something.', 0.009, 0.6365217391304347, 0.6452173913043479)
('A96. cross arms.', 0.012, 0.9565217391304348, 0.9686956521739131)
('A99. running on the spot.', 0.014, 0.9704347826086956, 0.9843478260869565)
('A73. staple book.', 0.016, 0.3345008756567426, 0.3502626970227671)
('A111. step on foot.', 0.016, 0.9269565217391305, 0.9426086956521739)
('A31. pointing to something with finger.', 0.018, 0.7681159420289855, 0.7862318840579711)
('A77. snapping fingers.', 0.019, 0.6498257839721254, 0.6689895470383276)
('A69. thumb up.', 0.021, 0.6208695652173913, 0.6417391304347826)
('A105. blow nose.', 0.021, 0.6243478260869565, 0.6452173913043479)
('A74. counting money.', 0.023, 0.531578947368421, 0.5543859649122806)
('A86. apply cream on hand back.', 0.026, 0.7090592334494773, 0.735191637630662)
('A35. nod head/bow.', 0.029, 0.9492753623188406, 0.9782608695652174)
('A56. giving something to other person.', 0.033, 0.8478260869565217, 0.8804347826086957)
('A103. yawn.', 0.033, 0.6730434782608695, 0.7060869565217391)
('A79. sniff (smell).', 0.035, 0.8, 0.8347826086956521)
('A34. rub two hands together.', 0.036, 0.8514492753623188, 0.8876811594202898)
('A39. put the palms together.', 0.051, 0.894927536231884, 0.9456521739130435)
('A71. make ok sign.', 0.066, 0.4330434782608696, 0.4991304347826087)
('A72. make victory sign.', 0.073, 0.4052173913043478, 0.4782608695652174)
BaselineIMP_MagPhase: second is better

Baseline_RealImag: first is better
('A11. reading.', -0.143, 0.6556776556776557, 0.5128205128205128)
('A1. drink water.', -0.131, 0.8576642335766423, 0.7262773722627737)
('A41. sneeze/cough.', -0.12, 0.7717391304347826, 0.6521739130434783)
('A75. cutting nails.', -0.083, 0.6186291739894552, 0.5360281195079086)
('A92. move heavy objects.', -0.081, 0.9348591549295775, 0.8538732394366197)
('A107. wield knife towards other person.', -0.073, 0.6875, 0.6145833333333334)
('A62. take off headphone.', -0.069, 0.9028268551236749, 0.833922261484099)
('A32. taking a selfie.', -0.062, 0.927536231884058, 0.8659420289855072)
('A117. whisper in other person’s ear.', -0.059, 0.9269565217391305, 0.8678260869565217)
('A29. playing with phone/tablet.', -0.058, 0.5454545454545454, 0.48727272727272725)
